Jersey,Name,Position,Age,Height,Weight,Years,College,Team,Position Group,Side,Level
81,Bryan Walters,WR,28,72,195,3,Cornell,Jacksonville,WR,OFF,1-4 Yrs
11,Marqise Lee,WR,24,72,200,3,USC,Jacksonville,WR,OFF,1-4 Yrs
12,Tony Washington,WR,25,70,198,2,Appalachian State,Jacksonville,WR,OFF,1-4 Yrs
13,Rashad Greene,WR,23,71,185,2,Florida State,Jacksonville,WR,OFF,1-4 Yrs
14,Justin Blackmon,WR,26,73,210,2,Oklahoma State,Jacksonville,WR,OFF,1-4 Yrs
84,Shaquelle Evans,WR,25,73,213,2,UCLA,Jacksonville,WR,OFF,1-4 Yrs
18,Rashad Lawrence,WR,24,73,190,1,Northwestern,Jacksonville,WR,OFF,1-4 Yrs
4,Rasheed Bailey,WR,22,73,205,1,Delaware Valley,Jacksonville,WR,OFF,1-4 Yrs
17,Arrelious Benn,WR,27,74,220,6,Illinois,Jacksonville,WR,OFF,5-8 Yrs
88,Allen Hurns,WR,24,75,205,3,Miami,Jacksonville,WR,OFF,1-4 Yrs
87,Neal Sterling,WR,24,75,238,2,Monmouth,Jacksonville,WR,OFF,1-4 Yrs
15,Allen Robinson,WR,22,75,215,3,Penn State,Jacksonville,WR,OFF,1-4 Yrs
--,Jamal Robinson,WR,23,76,205,0,Louisiana Lafayette,Jacksonville,WR,OFF,Rookie
41,James Winchester,C,26,75,240,2,Oklahoma,Kansas City,OL,OFF,1-4 Yrs
61,Mitch Morse,C,24,77,305,2,Missouri,Kansas City,OL,OFF,1-4 Yrs
22,Marcus Peters,CB,23,72,197,2,Washington,Kansas City,DB,DEF,1-4 Yrs
20,Steven Nelson,CB,23,70,194,2,Oregon State,Kansas City,DB,DEF,1-4 Yrs
30,Jamell Fleming,CB,27,71,206,5,Oklahoma,Kansas City,DB,DEF,5-8 Yrs
1,Deveron Carr,CB,25,71,190,2,Arizona State,Kansas City,DB,DEF,1-4 Yrs
31,Eric Murray,CB,22,71,199,0,Minnesota,Kansas City,DB,DEF,Rookie
6,KeiVarae Russell,CB,22,71,192,0,Notre Dame,Kansas City,DB,DEF,Rookie
28,D.J. White,CB,22,71,193,0,Georgia Tech,Kansas City,DB,DEF,Rookie
5,Tre Jones,CB,21,71,195,0,Mount Union,Kansas City,DB,DEF,Rookie
40,Keith Lewis,CB,27,73,190,1,Lynchburg,Kansas City,DB,DEF,1-4 Yrs
27,Vernon Harris,CB,22,73,194,0,Dartmouth,Kansas City,DB,DEF,Rookie
--,Shakiel Randolph,CB,--,77,201,0,SMU,Kansas City,DB,DEF,Rookie
23,Phillip Gaines,DB,25,72,193,3,Rice,Kansas City,DB,DEF,1-4 Yrs
34,Shannon Edwards,DB,22,71,192,0,Fresno State,Kansas City,DB,DEF,Rookie
31,Marcus Cooper,DB,26,74,192,4,Rutgers,Kansas City,DB,DEF,1-4 Yrs
49,Daniel Sorensen,DB,26,74,208,3,BYU,Kansas City,DB,DEF,1-4 Yrs
97,Allen Bailey,DE,27,75,288,6,Miami,Kansas City,Front Seven,DEF,5-8 Yrs
96,Jaye Howard,DE,27,75,301,5,Florida,Kansas City,Front Seven,DEF,5-8 Yrs
67,Niko Davis,DE,26,77,285,0,Liberty,Kansas City,Front Seven,DEF,Rookie
